train_indices;barrio;cod_barrio;distrito;cod_distrito;longitud;latitud;precio.house.m2;sup.const;sup.util;ref.hip.zona;dorm;banos;tipo.casa;inter.exter;ascensor;estado;antig;comercial;casco.historico;Ruidos_ext;Mal_olor;Poca_limp;Malas_comunic;Pocas_zonas;Delincuencia;M.30;CO;NO2;Nox;O3;SO2;PM10;Pobl.0_14_div_Poblac.Total;PoblJubilada_div_Poblac.Total;Inmigrantes.porc
1;Casco Histórico de Vicálvaro;191;vicalvaro;19;-3,623815;40,401993;3688;80;70;2703;2;2;piso;exterior;si;buen_estado;4;0;0;0,35;0,45;0,46;0,18;0,4;0,44;0;-0,186927647;-0,00346781;-0,003660464;0,015470412;-0,328062649;-0,262919886;18,37401856;12,62526767;9,042112777
2;Goya;42;salamanca;4;-3,67057;40,427594;5500;120;110;4579;3;2;piso;exterior;si;buen_estado;30;1;1;0,37;0,26;0,33;0,01;0,38;0,19;0;0,385425398;-0,553806886;-0,562299613;-0,261987056;0,499349446;-0,204604776;10,85083231;22,44510378;8,574556809
3;Aravaca;97;moncloa;9;-3,782001;40,447061;4993;140;89;3378;3;2;piso;exterior;si;buen_estado;5;1;0;0,26;0,12;0,29;0,22;0,21;0,23;0;-0,271638654;-0,00346781;-0,003660464;0,055845137;-0,883350766;-0,211227616;14,23890704;18,79822108;8,043024157
4;Ventas;151;ciudad_lineal;15;-3,632312;40,421705;2619;84;70;3098;3;1;piso;exterior;no;buen_estado;30;0;0;0,41;0,26;0,47;0,38;0,31;0,41;0;-0,136573455;-0,00346781;-0,003660464;-0,016710701;-0,362992332;-0,343878472;12,64032448;20,78241528;13,43059008
5;Sol;16;centro;1;-3,707132;40,419234;6000;60;52;4373;1;1;atico;exterior;si;buen_estado;2,5;1;1;0,55;0,41;0,45;0,02;0,68;0,75;1;0,374366092;-0,973335832;-0,496429226;-0,043144799;0,409857949;0,3499273;12,64032448;20,78241528;13,43059008
6;Castillejos;63;tetuan;6;-3,699775;40,459307;3790;62;50;4041;2;1;atico;exterior;si;buen_estado;30;0;0;0,43;0,26;0,35;0,02;0,51;0,38;0;0,046619782;-0,00346781;-0,003660464;0,172074174;0,536344343;0,235693651;11,18104406;19,55661377;17,55990757
7;San Diego;132;puente_vallecas;13;-3,66742;40,388385;2060;67;65;2747;3;1;piso;exterior;no;buen_estado;31,04873262;0;0;0,46;0,35;0,65;0,17;0,59;0,57;0;-0,392871783;-0,00346781;-0,003660464;0,086853955;-0,694539407;-0,150060346;14,08516192;17,53242516;15,65135819
8;Palomeras Bajas;133;puente_vallecas;13;-3,660743;40,394463;3900;50;50;2704;3;1;piso;exterior;no;segunda_mano;40;0;0;0,37;0,31;0,47;0,21;0,21;0,56;0;-0,445615392;-0,028418253;-0,041154117;0,081956165;-0,564070746;-0,306947831;14,08516192;17,53242516;15,65135819
9;Hispanoamérica;54;chamartin;5;-3,675699;40,458328;3688;80;70;4444;3;1;piso;interior;si;a_reformar;30;1;1;0,37;0,19;0,32;0,04;0,22;0,22;0;-0,440335305;-0,143280092;-0,19673882;0,839997427;0,465477739;-0,213343462;12,64032448;20,78241528;13,43059008
10;Imperial;21;arganzuela;2;-3,720717;40,411143;4800;75;60;3410;3;1;piso;exterior;si;buen_estado;25;1;1;0,39;0,31;0,49;0,22;0,28;0,33;0;0,032135372;0,192408394;0,106176736;0,786720917;-0,37316123;0,084864885;12,40597363;16,46376624;12,06777025
11;Goya;42;salamanca;4;-3,676904;40,428089;4000;60;45;4738;2;1;piso;interior;si;buen_estado;40;1;1;0,37;0,26;0,33;0,01;0,38;0,19;0;0,539581982;-0,349407386;-0,477562985;-0,117515097;1,160017328;-0,000603334;10,85083231;22,44510378;8,574556809
12;Aluche;104;latina;10;-3,752389;40,394019;3000;110;100;2998;4;2;piso;exterior;si;buen_estado;24,10073348;0;0;0,33;0,14;0,35;0,1;0,1;0,43;0;0,066475722;-0,00346781;-0,003660464;-0,019095163;-0,344949589;-0,230726628;11,66186069;21,8191402;13,94780088
13;Palos de Moguer;26;arganzuela;2;-3,693638;40,408202;3000;80;72;3789;3;1;piso;exterior;no;buen_estado;37,50133383;1;1;0,48;0,44;0,63;0,05;0,53;0,57;0;1,163102167;0,099645828;0,5933477;-0,004760555;-0,194270293;0,584141397;12,40597363;16,46376624;12,06777025
15;Costillares;159;ciudad_lineal;15;-3,665493;40,47778;4755;102;80;3849;3;2;piso;exterior;si;segunda_mano;5;0;0;0,38;0,17;0,3;0,62;0,2;0,3;0;-0,237485971;-0,00346781;-0,003660464;0,049694125;-0,255485997;-0,348679626;12,64032448;20,78241528;13,43059008
17;Portazgo;135;puente_vallecas;13;-3,650597;40,386473;2097;62;55;2725;0;1;estudio;exterior;no;buen_estado;30;0;0;0,38;0,27;0,52;0,08;0,27;0,55;0;-1,022683939;-0,470863627;-0,706027817;0,161495757;-0,833617631;-0,423698395;14,08516192;17,53242516;15,65135819
18;Palacio;11;centro;1;-3,71963;40,419541;5056;90;81;4125;2;1;piso;interior;si;buen_estado;25,71363499;1;1;0,43;0,29;0,43;0,06;0,36;0,45;0;0,004214065;0,001566011;0,065340106;0,325279543;-0,166106249;0,113065581;8,897225664;16,24441444;18,57260186
19;Casco Histórico de Vallecas;181;vallecas;18;-3,624741;40,379657;2871;58;41;3015;1;1;piso;exterior;no;buen_estado;7,5;0;0;0,41;0,58;0,45;0,07;0,53;0,52;0;-0,600598242;-0,00346781;-0,003660464;0,110043744;-0,506426469;-0,241673975;16,32367335;11,57710845;9,574903049
21;Embajadores;12;centro;1;-3,698487;40,41196;4600;69;62;3163;2;1;piso;interior;si;buen_estado;30,3180887;1;1;0,43;0,33;0,64;0,04;0,74;0,76;1;0,764099719;-0,073951507;-0,034315881;0,009266593;0,101218088;0,502213579;8,897225664;16,24441444;18,57260186
22;Cortes;13;centro;1;-3,697693;40,414166;4583;108;92;3945;2;1;piso;exterior;si;buen_estado;40;1;1;0,53;0,39;0,53;0,03;0,47;0,65;1;0,686466234;-0,236741629;-0,14837537;-0,281372518;0,338240944;0,513650238;8,897225664;16,24441444;18,57260186
23;Fuente del Berro;43;salamanca;4;-3,663772;40,429379;5128;47;45;4086;1;1;piso;exterior;si;buen_estado;30;1;1;0,38;0,24;0,42;0,02;0,17;0,26;0;0,142352527;-0,381834855;-0,3771902;-0,309690791;0,159083687;-0,347977168;10,85083231;22,44510378;8,574556809
25;Delicias;25;arganzuela;2;-3,6936;40,4;2843;51;40;3679;2;1;piso;interior;si;buen_estado;40;1;1;0,47;0,44;0,58;0,09;0,42;0,55;0;1,490434636;0,202062926;1,18632303;0,120738122;-0,682227601;0,576026417;12,40597363;16,46376624;12,06777025
26;Numancia;136;puente_vallecas;13;-3,661065;40,403578;3087;28;25;3139;1;1;piso;interior;no;buen_estado;30;0;0;0,36;0,24;0,5;0,18;0,4;0,45;0;0,071481778;-0,00346781;-0,003660464;-0,119113414;-0,207780923;-0,322594113;14,08516192;17,53242516;15,65135819
27;Ventas;151;ciudad_lineal;15;-3,656194;40,424719;3950;70;62;2861;3;1;piso;exterior;si;segunda_mano;25;0;0;0,41;0,26;0,47;0,38;0,31;0,41;0;0,05304032;-0,003624225;-0,003814879;-0,240856347;-0,006155885;-0,425830431;12,64032448;20,78241528;13,43059008
32;Entrevías;131;puente_vallecas;13;-3,671966;40,381663;1705;88;71;2536;3;2;piso;exterior;no;buen_estado;35;0;0;0,34;0,22;0,58;0,17;0,23;0,62;0;-0,392727033;-0,00346781;-0,003660464;0,063021428;-0,743665181;-0,031310365;14,08516192;17,53242516;15,65135819
34;Peñagrande;83;fuencarral;8;-3,73106;40,484168;4083;120;105;3333;3;2;piso;exterior;si;reformado;15;0;0;0,3;0,14;0,34;0,12;0,31;0,28;0;-0,226467886;-0,00346781;-0,003660464;0,184215216;-0,788497791;-0,134034957;14,20421856;16,94858245;7,080644733
36;Acacias;22;arganzuela;2;-3,7028;40,405033;3939;114;90;3780;3;2;piso;exterior;si;buen_estado;10;1;1;0,42;0,35;0,48;0,14;0,24;0,4;0;0,923543167;0,167625744;0,314429086;0,721275415;-0,467582105;0,407287132;12,40597363;16,46376624;12,06777025
37;Castilla;56;chamartin;5;-3,6847977;40,473876;4972;180;165;3059;4;4;piso;exterior;si;buen_estado;30;0;0;0,5;0,25;0,3;0,15;0,41;0,25;0;-0,089342401;-0,048896594;0,17536684;-0,34508739;0,054288589;-0,116209497;12,64032448;20,78241528;13,43059008
38;El Pardo;81;fuencarral;8;-3,7359122;40,532723;4000;750;680;2996;6;7;chalet;exterior;no;buen_estado;11,32068617;1;0;0,12;0,06;0,3;0,35;0,1;0,06;0;-0,271638654;-0,00346781;-0,003660464;0,055845137;-0,71650987;-0,153342983;14,20421856;16,94858245;7,080644733
39;Villaverde Alto, Casco Histórico de Villaverde;171;villaverde;17;-3,709023;40,344876;2667;120;95;2313;3;2;piso;exterior;si;buen_estado;5;0;0;0,44;0,39;0,52;0,23;0,49;0,73;0;-0,271638654;-0,00346781;-0,003660464;0,055845137;-0,590931598;-0,065059771;15,43409004;16,55947157;18,12365171
41;Campamento;105;latina;10;-3,776314;40,395195;3538;106;82;2831;3;2;piso;exterior;si;buen_estado;7,5;0;0;0,36;0,21;0,44;0,27;0,22;0,37;0;-0,23861662;-0,00346781;-0,003660464;0,055845137;-0,644601793;-0,230023861;11,66186069;21,8191402;13,94780088
42;Lista;45;salamanca;4;-3,669544;40,431013;3621;58;50;4371;2;1;piso;interior;no;buen_estado;30;1;1;0,37;0,23;0,33;0,01;0,43;0,19;0;0,287659122;-0,599212626;-0,604008641;-0,232203527;0,478515998;-0,249279352;10,85083231;22,44510378;8,574556809
43;Trafalgar;73;chamberi;7;-3,700333;40,437606;5429;70;63;4466;2;1;piso;exterior;si;buen_estado;22,43263226;1;1;0,48;0,31;0,48;0,02;0,58;0,35;1;0,938804037;0,223613546;0,243812629;-0,709719918;1,317035016;0,404296447;10,20823902;22,752651;9,660205495
44;Almendrales;124;usera;12;-3,702972;40,384376;2438;80;75;2752;3;1;piso;interior;no;buen_estado;36,08231042;0;0;0,47;0,35;0,57;0,11;0,39;0,68;0;0,526381227;-0,003467178;-0,003650537;0,164766352;-0,608269883;0,294840111;14,76177323;17,68055585;20,54338511
45;Valdeacederas;65;tetuan;6;-3,701663;40,4692;3714;35;31;3059;0;1;estudio;exterior;si;buen_estado;5;0;0;0,42;0,27;0,49;0,19;0,49;0,41;0;-0,027501774;-0,004696958;0,001183407;0,130966012;-0,023624137;0,157664311;11,18104406;19,55661377;17,55990757
46;Legazpi;24;arganzuela;2;-3,689196;40,391175;4651;86;67;3857;2;2;piso;exterior;si;buen_estado;7,5;1;1;0,48;0,39;0,5;0,43;0,24;0,56;0;0,847884231;-0,00346781;-0,003660464;0,03699681;-0,688894366;0,431022149;12,40597363;16,46376624;12,06777025
47;Casco Histórico de Vallecas;181;vallecas;18;-3,58955;40,363113;2997;67;46;2962;1;1;piso;exterior;si;nuevo-semin,;0;0;0;0,41;0,58;0,45;0,07;0,53;0,52;0;-0,387461799;-0,00346781;-0,003660464;0,065628675;-0,467491878;-0,164600493;16,32367335;11,57710845;9,574903049
48;San Isidro;113;carabanchel;11;-3,724369;40,402946;3000;100;90;3436;3;2;piso;exterior;si;buen_estado;16,02354115;0;0;0,43;0,3;0,53;0,18;0,33;0,61;0;0,263851379;-0,004974779;-0,0109747;0,467873569;-0,231547747;0,022524361;13,43137217;18,6782269;17,83689337
50;Costillares;159;ciudad_lineal;15;-3,668153;40,482415;4845;97;89;4807;2;2;piso;exterior;si;segunda_mano;15;0;0;0,38;0,17;0,3;0,62;0,2;0,3;0;-0,197198931;-0,00346781;-0,003660464;0,054337157;-0,314367466;-0,329718751;12,64032448;20,78241528;13,43059008
51;Casa de Campo;91;moncloa;9;-3,725824;40,423298;3047;71;65;3432;2;1;piso;exterior;no;buen_estado;30;1;0;0,41;0,23;0,22;0,31;0,04;0,24;0;-0,337164461;-0,003462825;-0,003592128;0,153831691;-0,366399838;-0,00154504;14,23890704;18,79822108;8,043024157
54;Ventas;151;ciudad_lineal;15;-3,652825;40,424637;2068;74;66;2830;3;1;piso;exterior;no;buen_estado;31,49313546;0;0;0,41;0,26;0,47;0,38;0,31;0,41;0;-0,006261694;-0,00346781;-0,003660464;-0,182970329;-0,06814385;-0,448744048;12,64032448;20,78241528;13,43059008
55;Bellas Vistas;61;tetuan;6;-3,706341;40,454099;3394;99;87;3466;3;1;atico;exterior;si;buen_estado;15;0;0;0,4;0,23;0,46;0,03;0,5;0,46;1;0,172913203;0,083144442;0,031888014;0,657408558;0,640332415;0,291859934;11,18104406;19,55661377;17,55990757
57;Entrevías;131;puente_vallecas;13;-3,660251;40,372345;1440;125;115;2382;4;2;piso;exterior;no;segunda_mano;40;0;0;0,34;0,22;0,58;0,17;0,23;0,62;0;-0,589115601;-0,00346781;-0,003660464;0,061181764;-0,772485614;-0,267557571;14,08516192;17,53242516;15,65135819
58;Acacias;22;arganzuela;2;-3,70171;40,406328;3231;65;55;3541;2;1;duplex;exterior;si;buen_estado;30;1;1;0,42;0,35;0,48;0,14;0,24;0,4;0;0,929151629;0,126217687;0,324446938;0,62926868;-0,394212024;0,431978368;12,40597363;16,46376624;12,06777025
59;Goya;42;salamanca;4;-3,672523;40,42565;4664;500;480;4664;7;7;piso;interior;si;a_reformar;30;1;1;0,37;0,26;0,33;0,01;0,38;0,19;0;0,457270132;-0,307485283;-0,343468038;-0,232007386;0,629639656;-0,132959074;10,85083231;22,44510378;8,574556809
62;San Isidro;113;carabanchel;11;-3,731575;40,39798;2442;86;86;2699;3;1;piso;exterior;si;buen_estado;35;0;0;0,43;0,3;0,53;0,18;0,33;0,61;0;0,316065172;-0,531515344;-0,515808125;-0,123287973;0,1727652;-0,021472407;13,43137217;18,6782269;17,83689337
63;Aguilas;107;latina;10;-3,773761;40,378999;2667;75;70;2839;3;1;piso;exterior;no;buen_estado;25;0;0;0,28;0,11;0,35;0,13;0,12;0,28;0;-0,271638476;-0,00346781;-0,003660464;0,055845137;-0,517468789;-0,217216507;11,66186069;21,8191402;13,94780088
64;Puerta Bonita;115;carabanchel;11;-3,734772;40,378018;2615;65;60;1916;2;1;piso;exterior;no;buen_estado;30,37846071;0;0;0,36;0,23;0,47;0,24;0,49;0,41;0;0,002581009;-0,00346781;-0,003660464;0,080310928;-0,216187828;-0,080179212;13,43137217;18,6782269;17,83689337
65;Pueblo Nuevo;152;ciudad_lineal;15;-3,6265257;40,425359;3672;58;44;2915;1;1;piso;exterior;si;buen_estado;13,94029898;0;0;0,38;0,23;0,45;0,18;0,35;0,51;0;-0,319317614;-0,00346781;-0,003660464;0,056061274;-0,54195286;-0,29630514;12,64032448;20,78241528;13,43059008
67;Puerta del Angel;102;latina;10;-3,731275;40,413741;2526;95;88;2962;3;1;piso;exterior;si;segunda_mano;40;0;0;0,41;0,27;0,54;0,1;0,33;0,57;0;-0,334373948;0,002380394;0,008196573;0,116417457;-0,51884715;-0,057608229;11,66186069;21,8191402;13,94780088
68;San Fermín;123;usera;12;-3,689307;40,368443;2699;103;75;2546;3;2;piso;exterior;si;buen_estado;7,5;0;0;0,45;0,47;0,62;0,59;0,48;0,75;0;-0,227516563;-0,00346781;-0,003660464;0,055845137;-0,679729773;0,232661667;14,76177323;17,68055585;20,54338511
69;Entrevías;131;puente_vallecas;13;-3,666601;40,383265;1985;65;60;2595;2;1;piso;exterior;no;buen_estado;35;0;0;0,34;0,22;0,58;0,17;0,23;0,62;0;-0,583307736;-0,00346781;-0,003660464;0,08299458;-0,756942104;-0,161415717;14,08516192;17,53242516;15,65135819
70;Argüelles;92;moncloa;9;-3,71458;40,430991;4111;75;70;5199;3;1;piso;interior;si;a_reformar;40;1;1;0,37;0,24;0,28;0,05;0,05;0,33;1;0,427145223;0,007112;0,141361161;0,057382798;0,294562027;0,224156126;14,23890704;18,79822108;8,043024157
71;Santa Eugenia;182;vallecas;18;-3,607078;40,385831;2473;93;87;2189;3;1;piso;exterior;no;buen_estado;34,34124264;0;0;0,34;0,72;0,32;0,3;0,15;0,51;0;-0,591990782;0,021879767;-0,000660743;0,527076974;-0,358852844;-0,175591481;16,32367335;11,57710845;9,574903049
73;Pilar;84;fuencarral;8;-3,712951;40,473998;4545;55;50;3561;3;1;piso;exterior;si;buen_estado;32,19262518;0;0;0,37;0,18;0,34;0,04;0,18;0,32;0;-0,061133949;0,168479515;0,119998205;0,91243078;-0,572274924;0,103432783;14,20421856;16,94858245;7,080644733
74;Cortes;13;centro;1;-3,696281;40,413534;4508;122;108;4337;2;2;piso;exterior;no;buen_estado;40;1;1;0,53;0,39;0,53;0,03;0,47;0,65;1;0,758199568;-0,110922268;-0,070249279;-0,312374115;0,301003586;0,539568168;8,897225664;16,24441444;18,57260186
75;Almendrales;124;usera;12;-3,698877;40,380802;2761;67;60;2744;2;1;piso;exterior;si;buen_estado;25;0;0;0,47;0,35;0,57;0,11;0,39;0,68;0;0,337451441;-0,00346781;-0,003660464;0,103911545;-0,64025209;0,326112874;14,76177323;17,68055585;20,54338511
76;Almendrales;124;usera;12;-3,700186;40,382387;2557;47;45;2751;2;1;piso;exterior;no;buen_estado;25,47278713;0;0;0,47;0,35;0,57;0,11;0,39;0,68;0;0,427470365;-0,00346781;-0,003660464;0,124022607;-0,632106186;0,322659783;14,76177323;17,68055585;20,54338511
78;Acacias;22;arganzuela;2;-3,705508;40,407374;3257;74;67;3645;2;1;piso;exterior;si;buen_estado;15;1;1;0,42;0,35;0,48;0,14;0,24;0,4;0;0,667100591;0,406514375;0,231198846;0,930906548;-0,386052907;0,358881022;12,40597363;16,46376624;12,06777025
82;San Diego;132;puente_vallecas;13;-3,668168;40,389051;3512;84;77;2742;3;1;piso;exterior;no;reformado;25;0;0;0,46;0,35;0,65;0,17;0,59;0,57;0;-0,324616598;-0,00346781;-0,003660464;0,08350737;-0,680174168;-0,132693503;14,08516192;17,53242516;15,65135819
83;San Diego;132;puente_vallecas;13;-3,663769;40,384899;3800;50;40;2544;1;1;piso;interior;si;buen_estado;4;0;0;0,46;0,35;0,65;0,17;0,59;0,57;0;-0,673523571;-0,005890532;-0,007301148;0,099847033;-0,760973055;-0,225127193;14,08516192;17,53242516;15,65135819
86;San Isidro;113;carabanchel;11;-3,73329;40,393741;2460;50;50;2632;2;1;piso;interior;si;buen_estado;0;0;0;0,43;0,3;0,53;0,18;0,33;0,61;0;0,337932528;-0,581972869;-0,56474634;-0,113404909;0,256864858;-0,037534121;13,43137217;18,6782269;17,83689337
87;Guindalera;44;salamanca;4;-3,668251;40,432537;5500;200;190;4744;5;3;piso;exterior;si;buen_estado;25;1;1;0,38;0,23;0,35;0,03;0,37;0,2;0;0,19729915;-0,436839268;-0,43467083;-0,173677087;0,443515821;-0,284120267;10,85083231;22,44510378;8,574556809
88;Marroquina;143;moratalaz;14;-3,650937;40,411209;3030;51;42;3174;2;1;piso;exterior;no;buen_estado;40;0;0;0,28;0,15;0,31;0,16;0,13;0,27;0;0,20957017;-0,348299626;-0,295324187;-0,552437187;0,095661686;-0,450446405;13,08628404;22,22093651;7,956298696
89;Lucero;103;latina;10;-3,742218;40,407402;3071;70;62;3070;2;1;piso;exterior;no;buen_estado;30;0;0;0,38;0,21;0,39;0,09;0,13;0,47;0;-0,017757376;0,369419523;0,752356079;-0,440127793;-0,578520153;-0,13816928;11,66186069;21,8191402;13,94780088
90;Valdeacederas;65;tetuan;6;-3,701491;40,467633;4500;100;90;3059;2;2;atico;exterior;si;buen_estado;3;0;0;0,42;0,27;0,49;0,19;0,49;0,41;0;-0,026011834;-0,004840824;0,001750358;0,050335769;0,060596308;0,17018431;11,18104406;19,55661377;17,55990757
91;Pacífico;31;retiro;3;-3,673425;40,40585;5363;65;55;4023;1;1;piso;exterior;si;buen_estado;25;1;1;0,38;0,27;0,37;0,02;0,32;0,26;0;0,57516021;-0,00346781;-0,003660464;0,017581678;-0,168774803;-0,012858176;11,43431019;21,30855294;6,063612677
92;Puerta Bonita;115;carabanchel;11;-3,74765;40,378513;3126;79;72;1119;2;1;piso;exterior;no;reformado;23;0;0;0,36;0,23;0,47;0,24;0,49;0,41;0;-0,121047875;-0,00346781;-0,003660464;0,055575637;-0,271758339;-0,152582723;13,43137217;18,6782269;17,83689337
94;Rios Rosas;75;chamberi;7;-3,698727;40,440779;5000;72;60;4247;2;1;piso;interior;si;buen_estado;30;1;1;0,42;0,28;0,39;0,01;0,56;0,21;1;0,927896585;0,416166343;0,396661311;-0,622690431;1,373520951;0,39121028;10,20823902;22,752651;9,660205495
95;Arcos;204;san_blas;20;-3,620231;40,419867;2554;92;85;2789;3;1;piso;exterior;si;a_reformar;40;0;0;0,33;0,18;0,57;0,23;0,46;0,46;0;-0,200967818;-0,00346781;-0,003660464;0,055845137;-0,500059299;-0,251640134;15,78030972;16,98640757;9,820356237
97;San Pascual;155;ciudad_lineal;15;-3,655;40,445;2333;90;80;2991;3;1;piso;exterior;no;buen_estado;40;0;0;0,33;0,18;0,46;0,17;0,29;0,32;0;-0,648064792;-0,00346781;-0,003660464;0,078549726;-0,152802226;-0,432959776;12,64032448;20,78241528;13,43059008
98;Pavones;141;moratalaz;14;-3,633707;40,395833;2650;60;50;2909;2;1;piso;exterior;no;buen_estado;25;0;0;0,25;0,21;0,42;0,15;0,1;0,36;0;-0,396277797;-0,00346781;-0,003660464;-0,024943944;-0,373110272;-0,327166792;13,08628404;22,22093651;7,956298696
99;Berruguete;66;tetuan;6;-3,703787;40,464336;2850;70;60;2995;2;2;duplex;exterior;no;buen_estado;5;0;0;0,4;0,25;0,46;0,07;0,44;0,48;0;-0,023019089;-0,00346781;-0,003660464;0,072748152;0,165026525;0,207453378;11,18104406;19,55661377;17,55990757
100;Valdefuentes;166;hortaleza;16;-3,671558;40,488819;3100;79;72;4026;1;1;Otros;exterior;si;buen_estado;2,5;1;0;0,33;0,42;0,44;0,66;0,36;0,31;0;-0,205003605;-0,00346781;-0,003660464;0,055845137;-0,409502649;-0,304613315;15,54690582;15,62521753;7,532426851
101;Universidad;15;centro;1;-3,707156;40,42516;4265;68;60;3929;1;1;piso;exterior;si;buen_estado;15;1;1;0,48;0,33;0,56;0,03;0,65;0,67;1;0,63770525;-0,393661412;0,078131885;-0,370037423;0,690499302;0,357056535;8,897225664;16,24441444;18,57260186
103;Valverde;86;fuencarral;8;-3,690788;40,497701;3354;65;60;2997;2;1;piso;exterior;no;buen_estado;25;0;0;0,34;0,19;0,48;0,19;0,39;0,4;0;-0,231880457;-0,00346781;-0,003660464;0,055845137;-0,582718807;-0,140369701;14,20421856;16,94858245;7,080644733
104;Los Rosales;174;villaverde;17;-3,686866;40,365161;2847;95;84;2605;3;2;piso;exterior;si;buen_estado;10;0;0;0,44;0,44;0,53;0,49;0,4;0,63;0;-0,257499404;-0,00346781;-0,003660464;0,055845137;-0,684704472;0,186923824;15,43409004;16,55947157;18,12365171
105;Entrevías;131;puente_vallecas;13;-3,661602;40,373849;2365;74;60;2387;2;1;piso;exterior;no;buen_estado;27,08378521;0;0;0,34;0,22;0,58;0,17;0,23;0,62;0;-0,619028992;-0,00346781;-0,003660464;0,064111623;-0,777310229;-0,247085401;14,08516192;17,53242516;15,65135819
106;Villaverde Alto, Casco Histórico de Villaverde;171;villaverde;17;-3,707074;40,353058;3211;90;70;2646;2;2;piso;exterior;si;buen_estado;2,5;0;0;0,44;0,39;0,52;0,23;0,49;0,73;0;-0,268448759;-0,00346781;-0,003660464;0,055845137;-0,586187941;0,001310595;15,43409004;16,55947157;18,12365171
107;Acacias;22;arganzuela;2;-3,704756;40,402883;4120;75;65;3757;3;1;piso;exterior;si;buen_estado;40;1;1;0,42;0,35;0,48;0,14;0,24;0,4;0;0,884440251;0,186972758;0,19966229;0,802395864;-0,544258068;0,362765953;12,40597363;16,46376624;12,06777025
108;Imperial;21;arganzuela;2;-3,715889;40,406307;4592;65;46;3928;1;1;piso;exterior;si;buen_estado;2,5;1;1;0,39;0,31;0,49;0,22;0,28;0,33;0;0,267008227;0,931914694;0,52085345;1,327659669;-0,502895274;0,157441136;12,40597363;16,46376624;12,06777025
109;Valdefuentes;166;hortaleza;16;-3,660851;40,494286;3890;97;76;4320;2;2;piso;exterior;si;buen_estado;2,5;1;0;0,33;0,42;0,44;0,66;0,36;0,31;0;-0,267463794;-0,00346781;-0,003660464;0,055845137;-0,538117318;-0,311680379;15,54690582;15,62521753;7,532426851
110;Puerta del Angel;102;latina;10;-3,723979;40,415587;2256;199;167;3615;6;3;piso;exterior;si;a_reformar;25,41937827;0;0;0,41;0,27;0,54;0,1;0,33;0,57;0;-0,17532481;-0,00346781;-0,003660464;0,374916135;-0,365619791;0,03494739;11,66186069;21,8191402;13,94780088
111;Zofío;126;usera;12;-3,712177;40,386975;2230;74;70;2719;2;1;piso;exterior;no;buen_estado;40;0;0;0,32;0,19;0,38;0,22;0,08;0,45;0;0,551004455;0,011469031;0,231026021;0,311820232;-0,475972364;0,133737723;14,76177323;17,68055585;20,54338511
113;Prosperidad;52;chamartin;5;-3,664091;40,448988;5200;150;140;4105;4;2;piso;exterior;si;buen_estado;25;1;1;0,42;0,25;0,44;0,03;0,48;0,24;0;-0,52601585;-0,003495341;-0,003698484;0,533382752;0,239762875;-0,369931693;12,64032448;20,78241528;13,43059008
114;Orcasur;122;usera;12;-3,694392;40,381096;2926;84;75;2498;2;1;piso;exterior;si;buen_estado;7,5;0;0;0,5;0,37;0,55;0,26;0,45;0,77;0;0,327421777;-0,00346781;-0,003660464;0,070793125;-0,672349103;0,366660439;14,76177323;17,68055585;20,54338511
115;Pilar;84;fuencarral;8;-3,711963;40,478194;3600;75;70;3433;3;1;piso;exterior;si;buen_estado;40;0;0;0,37;0,18;0,34;0,04;0,18;0,32;0;-0,051152143;0,442458929;0,317034883;1,303577318;-0,77423922;0,094409167;14,20421856;16,94858245;7,080644733
118;Pueblo Nuevo;152;ciudad_lineal;15;-3,644135;40,433686;3429;70;65;2767;2;1;piso;exterior;no;buen_estado;25;0;0;0,38;0,23;0,45;0,18;0,35;0,51;0;-0,53457274;-0,167045649;-0,138660462;0,043939254;-0,46558817;-0,437380468;12,64032448;20,78241528;13,43059008
119;Cuatro Caminos;62;tetuan;6;-3,701663;40,448841;4615;78;72;3475;2;2;duplex;exterior;si;buen_estado;2;0;0;0,45;0,29;0,41;0,03;0,45;0,43;1;0,460787477;0,439116107;0,177990332;0,559585955;1,106739032;0,33531661;11,18104406;19,55661377;17,55990757
122;Cármenes;101;latina;10;-3,736897;40,397679;2389;90;85;2475;3;2;piso;exterior;si;segunda_mano;40;0;0;0,37;0,22;0,53;0,24;0,2;0,53;0;0,248561221;-0,338914276;-0,329006408;-0,275924868;0,062644833;-0,077529252;11,66186069;21,8191402;13,94780088
124;Universidad;15;centro;1;-3,70083;40,423188;4500;220;198;3903;7;3;piso;exterior;no;reformado;40;1;1;0,48;0,33;0,56;0,03;0,65;0,67;1;0,588459045;-0,596115131;-0,269549727;-0,805206173;1,006015862;0,433631337;8,897225664;16,24441444;18,57260186
125;Fontarrón;145;moratalaz;14;-3,654413;40,407957;3440;58;58;2724;3;1;piso;exterior;si;buen_estado;30,36769925;0;0;0,25;0,15;0,41;0,05;0,14;0,27;0;0,133839002;-0,15832415;-0,134640189;-0,431155975;0,002184023;-0,42545234;13,08628404;22,22093651;7,956298696
126;Apostol Santiago;165;hortaleza;16;-3,660808;40,474963;2533;75;65;3654;3;1;piso;exterior;no;buen_estado;40;1;0;0,21;0,09;0,35;0,5;0,16;0,34;0;-0,283074605;-0,00346781;-0,003660464;0,055845137;-0,281293392;-0,36808292;15,54690582;15,62521753;7,532426851
