train_indices;barrio;cod_barrio;distrito;cod_distrito;longitud;latitud;precio.house.m2;sup.const;sup.util;ref.hip.zona;dorm;banos;tipo.casa;inter.exter;ascensor;estado;antig;comercial;casco.historico;Ruidos_ext;Mal_olor;Poca_limp;Malas_comunic;Pocas_zonas;Delincuencia;M.30;CO;NO2;Nox;O3;SO2;PM10;Pobl.0_14_div_Poblac.Total;PoblJubilada_div_Poblac.Total;Inmigrantes.porc
251;Pradolongo;127;usera;12;-3,706341;40,380878;2526;58;55;2408;3;1;piso;exterior;no;buen_estado;30;0;0;0,44;0,31;0,52;0,2;0,26;0,69;0;0,33171824;-0,002828413;0,006385689;0,189241404;-0,565691485;0,212048464;14,76177323;17,68055585;20,54338511
252;Fuente del Berro;43;salamanca;4;-3,666201;40,423319;6174;200;146;4488;5;3;piso;exterior;si;reformado;25;1;1;0,38;0,24;0,42;0,02;0,17;0,26;0;0,322636003;-0,165685016;-0,163803772;-0,28502477;0,244749154;-0,289239419;10,85083231;22,44510378;8,574556809
253;Recoletos;41;salamanca;4;-3,67893;40,429276;5609;110;88;5040;3;1;piso;exterior;si;buen_estado;30;1;1;0,41;0,28;0,33;0,01;0,24;0,29;0;0,582968119;-0,401109742;-0,565907436;-0,042546998;1,464111703;0,060121678;10,85083231;22,44510378;8,574556809
254;Goya;42;salamanca;4;-3,67733;40,430338;5429;35;33;5005;1;1;piso;interior;si;buen_estado;30;1;1;0,37;0,26;0,33;0,01;0,38;0,19;0;0,523819162;-0,450682248;-0,573816963;-0,024453573;1,334932188;-0,001901073;10,85083231;22,44510378;8,574556809
255;Guindalera;44;salamanca;4;-3,66143;40,441983;4400;150;135;4126;4;3;piso;exterior;si;buen_estado;30;1;1;0,38;0,23;0,35;0,03;0,37;0,2;0;-0,390574106;-0,00346781;-0,003660464;0,093160592;0,163578462;-0,392432148;10,85083231;22,44510378;8,574556809
256;Ventas;151;ciudad_lineal;15;-3,651849;40,433258;2345;55;45;3096;2;1;piso;exterior;no;buen_estado;30;0;0;0,41;0,26;0,47;0,38;0,31;0,41;0;-0,366415087;-0,00346781;-0,003660464;-0,107606694;-0,213612634;-0,451129097;12,64032448;20,78241528;13,43059008
257;Valdefuentes;166;hortaleza;16;-3,669147;40,487249;4667;90;82;4001;2;1;piso;exterior;si;segunda_mano;15;0;0;0,33;0,42;0,44;0,66;0,36;0,31;0;-0,204623311;-0,00346781;-0,003660464;0,055845137;-0,394860358;-0,319676449;15,54690582;15,62521753;7,532426851
258;Vinateros;146;moratalaz;14;-3,635405;40,403649;2760;98;90;2844;3;1;piso;exterior;si;buen_estado;30;0;0;0,19;0,12;0,36;0,02;0,11;0,25;0;-0,062254776;-0,034923522;-0,030266158;-0,316598236;-0,170460788;-0,352456286;13,08628404;22,22093651;7,956298696
259;Hispanoamérica;54;chamartin;5;-3,681536;40,455879;5556;54;48;5677;1;1;piso;exterior;si;buen_estado;25;1;1;0,37;0,19;0,32;0,04;0,22;0,22;0;-0,269306969;-0,228688297;-0,314686082;0,911448828;0,697002417;-0,057247577;12,64032448;20,78241528;13,43059008
260;Aguilas;107;latina;10;-3,78052;40,385602;3000;65;55;2998;2;1;piso;exterior;si;buen_estado;25;0;0;0,28;0,11;0,35;0,13;0,12;0,28;0;-0,271638654;-0,00346781;-0,003660464;0,055845137;-0,58711354;-0,201876901;11,66186069;21,8191402;13,94780088
261;Ciudad Jardín;53;chamartin;5;-3,672561;40,446425;4528;68;59;4306;1;1;piso;exterior;no;buen_estado;5;1;1;0,38;0,22;0,46;0,02;0,29;0,27;0;-0,189783882;-0,107951496;-0,147950637;0,712325092;0,695286951;-0,230576058;12,64032448;20,78241528;13,43059008
262;Hispanoamérica;54;chamartin;5;-3,686793;40,457446;7071;85;75;5180;1;1;piso;exterior;si;buen_estado;30;1;1;0,37;0,19;0,32;0,04;0,22;0,22;0;-0,112234611;-0,027017031;-0,036181532;0,496676445;0,711674417;0,060570173;12,64032448;20,78241528;13,43059008
263;Castilla;56;chamartin;5;-3,686535;40,470457;3716;148;136;4083;4;2;piso;exterior;si;a_reformar;30;1;1;0,5;0,25;0,3;0,15;0,41;0,25;0;-0,065198973;-0,119600545;0,453999388;-0,481891765;0,217984519;-0,071046599;12,64032448;20,78241528;13,43059008
264;Numancia;136;puente_vallecas;13;-3,653507;40,402475;1593;81;81;2463;2;1;piso;exterior;no;buen_estado;35;0;0;0,36;0,24;0,5;0,18;0,4;0,45;0;-0,140836529;-0,045298061;-0,039041093;-0,309822565;-0,183194519;-0,428359119;14,08516192;17,53242516;15,65135819
266;San Diego;132;puente_vallecas;13;-3,667184;40,396769;1986;70;50;2697;1;1;duplex;exterior;si;buen_estado;11,22241536;0;0;0,46;0,35;0,65;0,17;0,59;0,57;0;0,008012823;-0,00346781;-0,003660464;0,071961105;-0,481966704;-0,172581032;14,08516192;17,53242516;15,65135819
269;Ventas;151;ciudad_lineal;15;-3,652332;40,433735;3425;73;58;2867;2;1;piso;exterior;si;buen_estado;30;0;0;0,41;0,26;0,47;0,38;0,31;0,41;0;-0,373273395;-0,00346781;-0,003660464;-0,115278061;-0,202838024;-0,449723837;12,64032448;20,78241528;13,43059008
270;Rosas;205;san_blas;20;-3,606187;40,433988;5766;52;45;3132;1;1;atico;exterior;si;buen_estado;10;0;0;0,36;0,18;0,32;0,39;0,19;0,29;0;-0,40575796;-0,00346781;-0,003660464;-0,04008656;-0,863996192;-0,218625832;15,78030972;16,98640757;9,820356237
271;Entrevías;131;puente_vallecas;13;-3,66437;40,378116;2471;85;70;2556;3;1;piso;exterior;no;buen_estado;25;0;0;0,34;0,22;0,58;0,17;0,23;0,62;0;-0,672830125;-0,00346781;-0,003660464;0,073732041;-0,780552902;-0,201284548;14,08516192;17,53242516;15,65135819
272;El Viso;51;chamartin;5;-3,679047;40,441476;3920;125;117;5074;3;2;piso;exterior;si;buen_estado;29,78642677;1;1;0,38;0,21;0,37;0,03;0,38;0,28;0;0,378771786;0,018565842;0,021697162;-0,060768575;1,169195634;-0,023855272;12,64032448;20,78241528;13,43059008
273;Nueva España;55;chamartin;5;-3,685355;40,468303;4947;95;85;4116;2;1;piso;exterior;si;buen_estado;30;1;1;0,34;0,17;0,31;0,04;0,24;0,23;0;-0,102310662;-0,11040145;0,417747278;-0,398236503;0,299138701;-0,071963187;12,64032448;20,78241528;13,43059008
274;Timón;214;barajas;21;-3,6111567;40,485693;2493;75;71;2991;3;1;piso;exterior;no;buen_estado;35,6869033;0;0;0,64;0,17;0,27;0,28;0,35;0,23;0;-0,344252301;-0,00346781;-0,003660464;0,055845137;-1,002921288;-0,207341957;12,64032448;20,78241528;13,43059008
275;Guindalera;44;salamanca;4;-3,659112;40,436577;3794;90;75;3693;2;2;piso;exterior;si;excelente;25;0;0;0,38;0,23;0,35;0,03;0,37;0,2;0;-0,268292293;-0,005455024;-0,005622271;-0,154618225;0,047370344;-0,409624568;10,85083231;22,44510378;8,574556809
276;Abrantes;117;carabanchel;11;-3,731425;40,377004;2674;72;68;2748;3;1;piso;exterior;si;buen_estado;40;0;0;0,38;0,22;0,53;0,09;0,2;0,51;0;0,004326347;-0,00346781;-0,003660464;0,102611157;-0,249196676;-0,070272293;13,43137217;18,6782269;17,83689337
277;Prosperidad;52;chamartin;5;-3,671536;40,44502;4156;77;70;4094;3;1;piso;exterior;si;buen_estado;25;1;1;0,42;0,25;0,44;0,03;0,48;0,24;0;-0,152073651;-0,040398374;-0,054660937;0,577830552;0,674464981;-0,247315694;12,64032448;20,78241528;13,43059008
278;Pradolongo;127;usera;12;-3,707135;40,37962;2625;80;75;2740;3;1;piso;exterior;no;a_reformar;30;0;0;0,44;0,31;0,52;0,2;0,26;0,69;0;0,267670983;-0,003045588;0,002973455;0,184437206;-0,555724581;0,189480918;14,76177323;17,68055585;20,54338511
280;Palomeras Sureste;134;puente_vallecas;13;-3,635234;40,391262;1988;80;65;2475;2;1;piso;exterior;si;buen_estado;21,49750227;0;0;0,36;0,29;0,55;0,07;0,14;0,57;0;-0,581250922;-0,00346781;-0,003660464;0,065973596;-0,485125767;-0,330644636;14,08516192;17,53242516;15,65135819
281;Entrevías;131;puente_vallecas;13;-3,663683;40,377707;1818;110;100;2608;4;1;duplex;exterior;no;buen_estado;35;0;0;0,34;0,22;0,58;0,17;0,23;0,62;0;-0,682955561;-0,00346781;-0,003660464;0,07391099;-0,782537736;-0,214344714;14,08516192;17,53242516;15,65135819
282;Villaverde Alto, Casco Histórico de Villaverde;171;villaverde;17;-3,714645;40,347247;2200;50;45;2332;2;1;piso;exterior;no;buen_estado;24,19370202;0;0;0,44;0,39;0,52;0,23;0,49;0,73;0;-0,271638654;-0,00346781;-0,003660464;0,055845137;-0,568560787;-0,08847781;15,43409004;16,55947157;18,12365171
284;Acacias;22;arganzuela;2;-3,703144;40,402353;3810;84;65;4689;2;2;piso;interior;si;buen_estado;5;1;1;0,42;0,35;0,48;0,14;0,24;0,4;0;0,995851689;0,102249549;0,285618293;0,674490925;-0,560463509;0,393761061;12,40597363;16,46376624;12,06777025
286;Chopera;23;arganzuela;2;-3,698083;40,397521;3671;70;59;3081;3;2;piso;exterior;si;buen_estado;30;1;1;0,43;0,35;0,56;0,07;0,27;0,52;0;1,21662641;0,068626413;0,413751241;0,228760702;-0,673814974;0,481038889;12,40597363;16,46376624;12,06777025
287;San Isidro;113;carabanchel;11;-3,723443;40,401307;2716;81;70;3107;3;1;piso;exterior;no;buen_estado;40;0;0;0,43;0,3;0,53;0,18;0,33;0,61;0;0,331955181;-0,034085645;-0,036652112;0,493549695;-0,205196072;0,029120846;13,43137217;18,6782269;17,83689337
289;Trafalgar;73;chamberi;7;-3,69521;40,430186;4360;25;22;4840;1;1;estudio;exterior;si;buen_estado;40;1;1;0,48;0,31;0,48;0,02;0,58;0,35;1;0,925760494;0,241802423;0,240441845;-1,202108569;1,513531653;0,475640596;10,20823902;22,752651;9,660205495
290;Rios Rosas;75;chamberi;7;-3,6907588;40,445412;4500;60;50;4250;2;1;piso;exterior;si;buen_estado;30;1;1;0,42;0,28;0,39;0,01;0,56;0,21;1;0,65349077;0,227176072;0,261778119;-0,433880382;1,312419986;0,301231713;10,20823902;22,752651;9,660205495
293;Vallehermoso;76;chamberi;7;-3,7128326;40,442224;4655;29;23;3059;0;1;estudio;exterior;si;nuevo-semin,;0;0;0;0,45;0,27;0,32;0,03;0,24;0,24;1;0,430621218;0,842015823;0,471764744;0,578613029;0,445865788;0,23731434;10,20823902;22,752651;9,660205495
294;Castillejos;63;tetuan;6;-3,695723;40,459802;6250;40;38;3059;1;1;estudio;exterior;si;buen_estado;25;0;0;0,43;0,26;0,35;0,02;0,51;0,38;0;0,021230326;-0,00347188;-0,003644424;0,106553846;0,582278566;0,194358093;11,18104406;19,55661377;17,55990757
298;Zofío;126;usera;12;-3,711614;40,379566;2375;80;71;2429;3;1;piso;exterior;no;buen_estado;30;0;0;0,32;0,19;0,38;0,22;0,08;0,45;0;0,242778588;0,000326663;0,055958002;0,229525499;-0,497862308;0,105733641;14,76177323;17,68055585;20,54338511
299;Palomeras Bajas;133;puente_vallecas;13;-3,652332;40,385929;4000;120;100;2672;4;2;piso;exterior;no;segunda_mano;45;0;0;0,37;0,31;0,47;0,21;0,21;0,56;0;-1,017222401;-0,424173682;-0,635865672;0,157122529;-0,840310353;-0,414342847;14,08516192;17,53242516;15,65135819
300;Aguilas;107;latina;10;-3,774018;40,3823;2805;133;105;2913;4;2;piso;exterior;si;buen_estado;28,78765903;0;0;0,28;0,11;0,35;0,13;0,12;0,28;0;-0,271272571;-0,00346781;-0,003660464;0,055845137;-0,530352556;-0,221201952;11,66186069;21,8191402;13,94780088
301;Sol;16;centro;1;-3,701298;40,418871;4400;50;45;4541;2;1;piso;interior;no;buen_estado;35,75179776;1;1;0,55;0,41;0,45;0,02;0,68;0,75;1;0,437112188;-1,164377164;-0,703325503;-0,488591471;0,683842378;0,428712625;12,64032448;20,78241528;13,43059008
302;Concepción;154;ciudad_lineal;15;-3,652267;40,439141;3951;72;74;3344;2;2;piso;exterior;si;buen_estado;17,42191776;0;0;0,42;0,25;0,4;0,07;0,19;0,36;0;-0,579306455;-0,012500333;-0,011114961;-0,025245452;-0,251689896;-0,445917691;12,64032448;20,78241528;13,43059008
303;Delicias;25;arganzuela;2;-3,694153;40,400131;3559;34;28;3423;1;1;piso;exterior;no;buen_estado;26,1059094;1;1;0,47;0,44;0,58;0,09;0,42;0,55;0;1,494090407;0,206211162;1,210340518;0,141317695;-0,683345344;0,574227993;12,40597363;16,46376624;12,06777025
304;Goya;42;salamanca;4;-3,668493;40,425982;5000;40;30;4038;1;1;piso;interior;si;buen_estado;30;1;1;0,37;0,26;0,33;0,01;0,38;0,19;0;0,347312094;-0,411356852;-0,407139585;-0,28915259;0,34842253;-0,25360501;10,85083231;22,44510378;8,574556809
305;Fontarrón;145;moratalaz;14;-3,644117;40,403371;2923;130;119;2872;4;2;piso;exterior;si;a_reformar;25;0;0;0,25;0,15;0,41;0,05;0,14;0,27;0;-0,056917928;-0,308704656;-0,26183419;-0,516599697;-0,070494232;-0,424451481;13,08628404;22,22093651;7,956298696
306;Casco Histórico de Vallecas;181;vallecas;18;-3,621175;40,371855;2551;78;60;2807;2;1;atico;exterior;no;buen_estado;15;0;0;0,41;0,58;0,45;0,07;0,53;0,52;0;-0,487920884;-0,00346781;-0,003660464;0,123580462;-0,509956492;-0,213405601;16,32367335;11,57710845;9,574903049
307;El Goloso;88;fuencarral;8;-3,714314;40,516998;3739;115;96;4656;3;2;piso;exterior;si;buen_estado;13,85538222;1;0;0,58;0,49;0,68;0,58;0,55;0,44;0;-0,271638654;-0,00346781;-0,003660464;0,055845137;-0,725552751;-0,093167299;14,20421856;16,94858245;7,080644733
308;Palos de Moguer;26;arganzuela;2;-3,698251;40,403235;3750;140;124;3490;3;2;atico;exterior;si;buen_estado;18,86689799;1;1;0,48;0,44;0,63;0,05;0,53;0,57;0;1,310377905;0,168490617;0,991945806;0,390793842;-0,56556925;0,504652566;12,40597363;16,46376624;12,06777025
310;Ciudad Universitaria;93;moncloa;9;-3,717824;40,438787;4750;120;100;4277;4;2;piso;exterior;si;buen_estado;26,36689664;1;1;0,35;0,17;0,32;0,16;0,11;0,25;1;0,248502584;0,76279704;0,484376471;0,263512636;-0,021936364;0,114981532;14,23890704;18,79822108;8,043024157
311;Sol;16;centro;1;-3,700293;40,419284;4444;27;22;4541;0;1;estudio;interior;no;buen_estado;30,08288907;1;1;0,55;0,41;0,45;0,02;0,68;0,75;1;0,476587753;-0,971413231;-0,559521234;-0,5907201;0,761896642;0,449712318;12,64032448;20,78241528;13,43059008
313;Ciudad Universitaria;93;moncloa;9;-3,736103;40,473983;4358;109;88;3429;2;1;piso;exterior;si;reformado;40;0;0;0,35;0,17;0,32;0,16;0,11;0,25;0;-0,240208027;-0,00346781;-0,003660464;0,07436897;-0,717825651;-0,177439056;14,23890704;18,79822108;8,043024157
314;San Isidro;113;carabanchel;11;-3,735287;40,392891;2222;72;65;2555;3;1;piso;exterior;no;buen_estado;35;0;0;0,43;0,3;0,53;0,18;0,33;0,61;0;0,307535417;-0,411100077;-0,399018645;-0,102909514;0,177488943;-0,060426597;13,43137217;18,6782269;17,83689337
316;Guindalera;44;salamanca;4;-3,671326;40,436561;5314;207;190;5060;4;3;piso;exterior;si;a_reformar;36,43242646;1;1;0,38;0,23;0,35;0,03;0,37;0,2;0;0,181355333;-0,105707108;-0,109153273;0,038200651;0,764101937;-0,220994697;10,85083231;22,44510378;8,574556809
317;Bellas Vistas;61;tetuan;6;-3,705461;40,451225;3688;32;30;3466;2;1;piso;interior;no;buen_estado;30;0;0;0,4;0,23;0,46;0,03;0,5;0,46;1;0,300977257;0,355557046;0,143694983;0,774654355;0,852560257;0,320277583;11,18104406;19,55661377;17,55990757
318;Castillejos;63;tetuan;6;-3,696384;40,460907;5106;47;39;3523;0;1;estudio;exterior;si;buen_estado;6;0;0;0,43;0,26;0,35;0,02;0,51;0,38;0;0,012733675;-0,004501465;0,000413;0,010538861;0,517197606;0,190505904;11,18104406;19,55661377;17,55990757
319;Universidad;15;centro;1;-3,70057;40,426733;5000;70;50;3962;1;1;piso;exterior;si;buen_estado;30;1;1;0,48;0,33;0,56;0,03;0,65;0,67;1;0,745357627;-0,084313295;0,022245928;-0,923264095;1,164031436;0,433838914;8,897225664;16,24441444;18,57260186
320;Casa de Campo;91;moncloa;9;-3,713787;40,425389;5610;41;40;4133;1;1;piso;interior;no;buen_estado;23,47254273;1;0;0,41;0,23;0,22;0,31;0,04;0,24;1;0,52148085;0,018434614;0,552835368;0,003111683;0,27763001;0,253067112;14,23890704;18,79822108;8,043024157
321;Prosperidad;52;chamartin;5;-3,670871;40,444383;3455;55;50;4027;2;1;piso;exterior;no;buen_estado;30;1;1;0,42;0,25;0,44;0,03;0,48;0,24;0;-0,145180097;-0,018660291;-0,024641018;0,520773296;0,651380908;-0,259271635;12,64032448;20,78241528;13,43059008
322;Casco Histórico de Vicálvaro;191;vicalvaro;19;-3,616477;40,406601;2855;80;72;2874;2;1;piso;exterior;si;buen_estado;27,82726822;0;0;0,35;0,45;0,46;0,18;0,4;0,44;0;-0,164616996;-0,00346781;-0,003660464;0,055845137;-0,392080407;-0,223983425;18,37401856;12,62526767;9,042112777
323;Cuatro Caminos;62;tetuan;6;-3,701921;40,449103;2741;135;114;3059;4;2;piso;exterior;si;buen_estado;25;0;0;0,45;0,29;0,41;0,03;0,45;0,43;1;0,444510562;0,436496234;0,176915051;0,588237126;1,087846723;0,333903317;11,18104406;19,55661377;17,55990757
324;Casco Histórico de Vallecas;181;vallecas;18;-3,620321;40,379592;3194;72;65;2824;1;1;piso;exterior;si;buen_estado;2,5;0;0;0,41;0,58;0,45;0,07;0,53;0,52;0;-0,585512891;-0,00346781;-0,003660464;0,210994803;-0,465140393;-0,218582671;16,32367335;11,57710845;9,574903049
325;San Fermín;123;usera;12;-3,691431;40,374001;2611;90;80;2434;3;1;piso;exterior;no;buen_estado;25;0;0;0,45;0,47;0,62;0,59;0,48;0,75;0;-0,061244765;-0,00346781;-0,003660464;0,055845137;-0,6779637;0,293752178;14,76177323;17,68055585;20,54338511
326;Universidad;15;centro;1;-3,7096187;40,427236;8982;167;137;4385;3;2;atico;exterior;si;buen_estado;7,714196168;1;0;0,48;0,33;0,56;0,03;0,65;0,67;1;0,659593119;-0,050473304;0,3573535;-0,222946574;0,584956166;0,330086908;8,897225664;16,24441444;18,57260186
327;Portazgo;135;puente_vallecas;13;-3,649306;40,385324;2500;60;50;2662;3;1;piso;exterior;no;a_reformar;40;0;0;0,38;0,27;0,52;0,08;0,27;0,55;0;-0,982322539;-0,340364925;-0,509924162;0,149006336;-0,812068255;-0,416727932;14,08516192;17,53242516;15,65135819
328;Berruguete;66;tetuan;6;-3,705268;40,462066;4919;37;25;3826;0;1;estudio;exterior;si;nuevo-semin,;2;0;0;0,4;0,25;0,46;0,07;0,44;0,48;0;-0,012716652;-0,00346781;-0,003660464;0,145810776;0,240087492;0,227978856;11,18104406;19,55661377;17,55990757
329;Ciudad Universitaria;93;moncloa;9;-3,717263;40,454442;4750;60;50;3537;1;1;piso;exterior;no;buen_estado;30;1;0;0,35;0,17;0,32;0,16;0,11;0,25;1;-0,046971352;-0,00346781;-0,003660464;0,36938059;0,061590514;0,100559949;14,23890704;18,79822108;8,043024157
330;Pinar del Rey;164;hortaleza;16;-3,6430992;40,471542;2833;300;250;3669;3;3;chalet;exterior;no;a_reformar;23,31825824;1;0;0,36;0,17;0,39;0,18;0,3;0,27;0;-0,302146999;-0,00346781;-0,003660464;0,055845137;-0,5935742;-0,322029455;15,54690582;15,62521753;7,532426851
332;Bellas Vistas;61;tetuan;6;-3,707095;40,456471;3375;40;38;3296;2;1;piso;exterior;si;buen_estado;30;0;0;0,4;0,23;0,46;0,03;0,5;0,46;0;0,080584429;-0,003349563;-0,003611931;0,492377947;0,476712695;0,267175947;11,18104406;19,55661377;17,55990757
333;Santa Eugenia;182;vallecas;18;-3,611262;40,383592;2321;112;95;2550;4;2;piso;exterior;si;buen_estado;25;0;0;0,34;0,72;0,32;0,3;0,15;0,51;0;-0,59942238;0,013206685;-0,001687146;0,485154278;-0,377909537;-0,18431107;16,32367335;11,57710845;9,574903049
334;Puerta Bonita;115;carabanchel;11;-3,730652;40,384196;2812;64;55;2587;3;1;piso;exterior;no;reformado;30;0;0;0,36;0,23;0,47;0,24;0,49;0,41;0;0,180243615;-0,00346781;-0,003660464;0,113470347;-0,094172652;-0,048140029;13,43137217;18,6782269;17,83689337
335;Ciudad Universitaria;93;moncloa;9;-3,725438;40,466735;3043;345;295;3545;5;4;chalet;exterior;no;buen_estado;5;1;0;0,35;0,17;0,32;0,16;0,11;0,25;0;-0,21250484;-0,00346781;-0,003660464;0,168070533;-0,498162748;-0,063172337;14,23890704;18,79822108;8,043024157
336;Vista Alegre;114;carabanchel;11;-3,741835;40,391523;3000;100;81;2745;2;1;atico;exterior;si;buen_estado;5;0;0;0,42;0,27;0,42;0,07;0,49;0,44;0;0,238960629;-0,047227457;-0,046102478;-0,065856785;-0,041426471;-0,120646559;13,43137217;18,6782269;17,83689337
337;Abrantes;117;carabanchel;11;-3,726833;40,375484;2832;113;84;2652;3;2;piso;exterior;si;buen_estado;8;0;0;0,38;0,22;0,53;0,09;0,2;0,51;0;0,001860367;-0,00346781;-0,003660464;0,126664237;-0,312383799;-0,06214323;13,43137217;18,6782269;17,83689337
338;Valdeacederas;65;tetuan;6;-3,705504;40,465707;3013;78;70;3174;2;2;piso;exterior;si;buen_estado;5;0;0;0,42;0,27;0,49;0,19;0,49;0,41;0;-0,040188786;-0,00346781;-0,003660464;0,154906225;0,043350225;0,197602748;11,18104406;19,55661377;17,55990757
339;Media Legua;181;moratalaz;14;-3,652418;40,409444;2127;63;63;3000;3;1;piso;exterior;no;a_reformar;37,82738196;0;0;0,4;0,24;0,4;0,03;0,21;0,37;0;0,176086423;-0,295876482;-0,250983936;-0,521956481;0,06176754;-0,44236712;13,08628404;22,22093651;7,956298696
340;Castellana;46;salamanca;4;-3,68417;40,437573;5231;65;60;4685;1;1;piso;interior;si;buen_estado;30;1;1;0,38;0,23;0,33;0,03;0,58;0,25;1;0,817823142;0,432115461;0,488062122;-0,869581699;1,538017184;0,192337116;10,85083231;22,44510378;8,574556809
342;Mirasierra;87;fuencarral;8;-3,712134;40,495689;4389;90;86;3710;2;2;piso;exterior;si;reformado;40;0;0;0,23;0,09;0,3;0,4;0,15;0,39;0;-0,223247116;-0,00346781;-0,003660464;0,146096099;-0,753198234;-0,015284345;14,20421856;16,94858245;7,080644733
343;Mirasierra;87;fuencarral;8;-3,708358;40,496782;3619;105;94;3665;4;2;piso;exterior;si;a_reformar;23,37960533;0;0;0,23;0,09;0,3;0,4;0,15;0,39;0;-0,225841661;-0,00346781;-0,003660464;0,10583552;-0,725047332;-0,01561861;14,20421856;16,94858245;7,080644733
345;San Diego;132;puente_vallecas;13;-3,669305;40,395294;1889;90;85;2082;1;1;piso;exterior;si;buen_estado;35;0;0;0,46;0,35;0,65;0,17;0,59;0,57;0;0,052389496;-0,00346781;-0,003660464;0,070945624;-0,531131048;-0,113408563;14,08516192;17,53242516;15,65135819
346;Acacias;22;arganzuela;2;-3,706019;40,404346;5600;60;53;3728;1;1;piso;exterior;si;buen_estado;15,24821216;1;1;0,42;0,35;0,48;0,14;0,24;0,4;0;0,761392858;0,366215236;0,227261629;0,951300551;-0,512066832;0,342244922;12,40597363;16,46376624;12,06777025
348;Lucero;103;latina;10;-3,749685;40,407794;2933;75;60;2932;3;1;piso;exterior;no;buen_estado;30;0;0;0,38;0,21;0,39;0,09;0,13;0,47;0;-0,368902774;0,107256745;0,220829852;-0,052151741;-0,724187442;-0,280249984;11,66186069;21,8191402;13,94780088
350;Casa de Campo;91;moncloa;9;-3,730389;40,425148;5333;75;63;3524;2;2;piso;exterior;si;buen_estado;5;1;0;0,41;0,23;0,22;0,31;0,04;0,24;0;-0,5965733;-0,00346781;-0,003660464;0,269480196;-0,546339362;-0,073368862;14,23890704;18,79822108;8,043024157
353;Chopera;23;arganzuela;2;-3,700268;40,398987;3917;120;100;3298;3;1;atico;exterior;si;buen_estado;27,80985688;1;1;0,43;0,35;0,56;0,07;0,27;0,52;0;1,167601699;0,066400654;0,400864527;0,376543118;-0,643437916;0,442127933;12,40597363;16,46376624;12,06777025
354;La Paz;85;fuencarral;8;-3,694754;40,485278;3938;160;143;3730;4;3;piso;exterior;si;buen_estado;25;0;0;0,38;0,16;0,3;0,15;0,09;0,27;0;-0,075389883;-0,00346781;-0,003660464;0,213141052;-0,450637171;-0,032839225;14,20421856;16,94858245;7,080644733
359;Pacífico;31;retiro;3;-3,678467;40,404869;2947;95;84;3872;3;1;piso;exterior;si;buen_estado;25;1;1;0,38;0,27;0,37;0,02;0,32;0,26;0;0,790456307;-0,00346781;-0,003660464;0,002248983;-0,237697305;0,162530403;11,43431019;21,30855294;6,063612677
361;Adelfas;32;retiro;3;-3,66918;40,401361;3378;45;40;3413;1;1;piso;exterior;no;buen_estado;40;1;1;0,5;0,39;0,45;0,02;0,59;0,43;0;0,315932607;-0,00346781;-0,003660464;0,047998574;-0,32867982;-0,130972669;11,43431019;21,30855294;6,063612677
363;Mirasierra;87;fuencarral;8;-3,71096;40,498691;4065;107;92;3665;2;2;piso;exterior;si;buen_estado;7,5;0;0;0,23;0,09;0,3;0,4;0,15;0,39;0;-0,239602511;-0,00346781;-0,003660464;0,068748142;-0,740528613;-0,027772476;14,20421856;16,94858245;7,080644733
365;Castilla;56;chamartin;5;-3,685977;40,471714;4231;65;48;4083;1;1;piso;exterior;si;buen_estado;25;1;1;0,5;0,25;0,3;0,15;0,41;0,25;0;-0,077421174;-0,092859956;0,348619162;-0,440571157;0,155362785;-0,086933854;12,64032448;20,78241528;13,43059008
366;Cármenes;101;latina;10;-3,731318;40,404183;3559;59;50;2930;1;1;piso;exterior;si;buen_estado;7,5;0;0;0,37;0,22;0,53;0,24;0,2;0,53;0;0,136087599;-0,03000901;-0,017020272;-0,107684735;-0,20306736;-0,034558454;11,66186069;21,8191402;13,94780088
368;Palos de Moguer;26;arganzuela;2;-3,697114;40,405392;4250;40;34;3391;1;1;piso;interior;si;a_reformar;22,78891173;1;1;0,48;0,44;0,63;0,05;0,53;0,57;0;1,27118883;0,162962366;0,959938296;0,316738767;-0,449108329;0,535684123;12,40597363;16,46376624;12,06777025
369;Costillares;159;ciudad_lineal;15;-3,661623;40,482862;2120;75;65;3731;3;1;piso;exterior;si;a_reformar;25;0;0;0,38;0,17;0,3;0,62;0,2;0,3;0;-0,227604337;-0,00346781;-0,003660464;0,055845137;-0,391660917;-0,348176972;12,64032448;20,78241528;13,43059008
370;Nueva España;55;chamartin;5;-3,682652;40,468417;5200;225;205;4859;4;3;piso;exterior;si;buen_estado;25;1;1;0,34;0,17;0,31;0,04;0,24;0,23;0;-0,168784694;-0,068601668;0,253021269;-0,287746912;0,262263389;-0,117744783;12,64032448;20,78241528;13,43059008
371;Berruguete;66;tetuan;6;-3,708984;40,459541;3557;61;57;3927;2;1;piso;exterior;si;buen_estado;5;0;0;0,4;0,25;0,46;0,07;0,44;0,48;0;-0,015956464;-0,00346781;-0,003660464;0,293441006;0,245172785;0,226785415;11,18104406;19,55661377;17,55990757
373;Entrevías;131;puente_vallecas;13;-3,671494;40,391633;2800;150;120;3000;5;3;duplex;exterior;si;buen_estado;4;0;0;0,34;0,22;0,58;0,17;0,23;0,62;0;-0,009526331;-0,00346781;-0,003660464;0,068986679;-0,62456299;-0,046583156;14,08516192;17,53242516;15,65135819
